nasabah_id,nik_terenkripsi,tanggal_lahir,jenis_kelamin,jenis_usaha,pendapatan_bulanan,lama_usaha_tahun,kota,provinsi
NS002784,NIK0002784,1987-08-02,L,Warung Kelontong,13750000.0,1.0,Solo,Jawa Tengah
NS002785,NIK0002785,1986-01-18,L,Bengkel,7190000.0,7.0,Singaraja,Bali
NS002786,NIK0002786,1972-07-28,L,Jasa Jahit,3750000.0,20.0,Bogor,Jawa Barat
NS002787,NIK0002787,1977-01-15,L,Toko Bangunan,,3.0,Jember,Jawa Timur
NS002788,NIK0002788,1969-08-03,L,Warung Kelontong,6620000.0,1.0,Bogor,Jawa Barat
NS002789,NIK0002789,1975-04-15,P,Kerajinan,1770000.0,13.0,Solo,Jawa Tengah
NS002790,NIK0002790,1991-01-25,P,Bengkel,5460000.0,14.0,Parepare,Sulawesi Selatan
NS002791,NIK0002791,1994-04-04,P,Jasa Jahit,2820000.0,8.0,Parepare,Sulawesi Selatan
NS002792,NIK0002792,2000-04-16,L,Peternakan,2060000.0,12.0,Kediri,Jawa Timur
NS002793,NIK0002793,1988-03-23,P,LAINNYA,2480000.0,15.0,Parepare,Sulawesi Selatan
NS002794,NIK0002794,1990-02-15,L,Warung Kelontong,1700000.0,18.0,Bogor,Jawa Barat
NS002795,NIK0002795,1965-10-05,P,Perikanan,6880000.0,12.0,Bogor,Jawa Barat
NS002796,NIK0002796,1962-11-02,L,Jasa Jahit,11220000.0,3.0,Surabaya,Jawa Timur
NS002797,NIK0002797,1960-11-12,P,Kerajinan,9070000.0,16.0,Malang,Jawa Timur
NS002798,NIK0002798,1963-05-13,P,Salon,4170000.0,2.0,Sidoarjo,Jawa Timur
NS002799,NIK0002799,1962-09-02,L,LAINNYA,12080000.0,18.0,Bekasi,Jawa Barat
NS002800,NIK0002800,1991-09-10,P,Toko Bangunan,1360000.0,3.0,Parepare,Sulawesi Selatan
NS002801,NIK0002801,1993-09-09,P,Salon,8160000.0,1.0,Bekasi,Jawa Barat
NS002802,NIK0002802,1975-11-09,P,Peternakan,3710000.0,14.0,Gresik,Jawa Timur
NS002803,NIK0002803,1969-06-22,L,Pertanian,4350000.0,21.0,Surabaya,Jawa Timur
NS002804,NIK0002804,1998-11-30,L,Pedagang Pasar,3060000.0,12.0,Parepare,Sulawesi Selatan
NS002805,NIK0002805,1968-06-07,P,Bengkel,5580000.0,3.0,Denpasar,Bali
NS002806,NIK0002806,1989-04-22,L,Peternakan,2270000.0,21.0,Pematangsiantar,Sumatera Utara
NS002807,NIK0002807,2003-09-03,P,Jasa Jahit,4470000.0,13.0,Bekasi,Jawa Barat
NS002808,NIK0002808,1969-12-21,L,Kerajinan,14680000.0,17.0,Bandung,Jawa Barat
NS002809,NIK0002809,1964-09-19,L,Pedagang Pasar,1790000.0,1.0,Medan,Sumatera Utara
NS002810,NIK0002810,1964-09-25,L,Kuliner,3060000.0,2.0,Kediri,Jawa Timur
NS002811,NIK0002811,1966-11-27,L,Pertanian,4880000.0,13.0,Surabaya,Jawa Timur
NS002812,NIK0002812,1998-10-03,P,Toko Bangunan,4089000.0,8.0,Pematangsiantar,Sumatera Utara
NS002813,NIK0002813,1975-01-25,P,Jasa Jahit,7620000.0,11.0,  Medan,Sumatera Utara
NS002814,NIK0002814,1991-03-20,P,Salon,5270000.0,14.0,Pematangsiantar,Sumatera Utara
NS002815,NIK0002815,2002-09-08,L,Tidak Diketahui,6086500.0,8.0,Semarang,Jawa Tengah
NS002816,NIK0002816,1991-12-08,P,Kuliner,,18.0,Gresik,Jawa Timur
NS002817,NIK0002817,1965-06-18,L,Kerajinan,2670000.0,19.0,Cirebon,Jawa Barat
NS002818,NIK0002818,1980-08-27,L,Warung Kelontong,6870000.0,20.0,Bekasi ,Jawa Barat
NS002819,NIK0002819,1990-02-17,P,Pedagang Pasar,13440000.0,5.0,Kediri,Jawa Timur
NS002820,NIK0002820,1977-05-30,L,Bengkel,1900000.0,19.0,Parepare,Sulawesi Selatan
NS002821,NIK0002821,1977-07-06,L,Bengkel,9770000.0,10.0,Denpasar,Bali
NS002822,NIK0002822,1979-04-05,L,Pedagang Pasar,4340000.0,18.0,Magelang,Jawa Tengah
NS002823,NIK0002823,1965-02-07,P,Salon,3850000.0,3.0,Surabaya,Jawa Timur
NS002824,NIK0002824,1978-08-15,P,Jasa Jahit,,9.0,Bandung,Jawa Barat
NS002825,NIK0002825,1981-01-27,P,Kerajinan,3760000.0,19.0,Gresik,Jawa Timur
NS002826,NIK0002826,1978-09-15,L,Tidak Diketahui,2300000.0,5.0,semarang,Jawa Tengah
NS002827,NIK0002827,2003-01-20,L,Pedagang Pasar,3160000.0,9.0,Malang,Jawa Timur
NS002828,NIK0002828,1992-02-04,P,Kuliner,6251000.0,13.0,Sidoarjo,Jawa Timur
NS002829,NIK0002829,1996-04-30,L,Pedagang Pasar,1059680000.0,13.0,  Malang,Jawa Timur
NS002830,NIK0002830,1988-01-28,P,Kuliner,3530000.0,9.0,Parepare,Sulawesi Selatan
NS002831,NIK0002831,1997-01-29,P,Kerajinan,3110000.0,11.0,Singaraja,Bali
NS002832,NIK0002832,1960-01-13,P,Laundry,5510000.0,17.0,Bekasi,Jawa Barat
NS002833,NIK0002833,1987-12-30,L,Bengkel,4130000.0,16.0,denpasar,Bali
NS002834,NIK0002834,1973-06-22,L,Perikanan,7160000.0,6.0,Makassar,Sulawesi Selatan
NS002835,NIK0002835,1994-12-22,P,Salon,2240000.0,11.0,Kudus,Jawa Tengah
NS002836,NIK0002836,1969-07-27,P,Peternakan,5780000.0,10.0,Parepare,Sulawesi Selatan
NS002837,NIK0002837,1970-09-10,L,Kuliner,3670000.0,21.0,Sidoarjo,Jawa Timur
NS002838,NIK0002838,2001-10-27,P,Laundry,3260000.0,2.0,SIDOARJO,Jawa Timur
NS002839,NIK0002839,1979-08-06,P,Salon,6930000.0,14.0,Medan,Sumatera Utara
NS002840,NIK0002840,1986-06-19,P,Peternakan,3990000.0,3.0,Bandung,Jawa Barat
NS002841,NIK0002841,1974-09-15,P,Toko Bangunan,5320000.0,6.0,Kudus,Jawa Tengah
NS002842,NIK0002842,1971-12-15,L,Bengkel,5860000.0,2.0,Denpasar,Bali
NS002843,NIK0002843,1960-05-09,P,Peternakan,1430000.0,15.0,Bekasi,Jawa Barat
NS002844,NIK0002844,1997-01-30,P,Peternakan,7220000.0,12.0,Gresik,Jawa Timur
NS002845,NIK0002845,1976-09-06,L,Bengkel,1780000.0,12.0,Semarang,Jawa Tengah
NS002846,NIK0002846,1983-11-15,L,Salon,7600000.0,4.0,Bandung,Jawa Barat
NS002847,NIK0002847,1990-10-02,P,Bengkel,6380000.0,1.0,Makassar,Sulawesi Selatan
NS002848,NIK0002848,1963-01-11,L,Salon,13620000.0,5.0,Malang,Jawa Timur
NS002849,NIK0002849,1971-12-06,P,Peternakan,5720000.0,7.0,Kudus,Jawa Tengah
NS002850,NIK0002850,1972-03-10,L,Salon,7190000.0,14.0,Gresik ,Jawa Timur
NS002851,NIK0002851,1960-06-24,L,Perikanan,3800000.0,21.0,Sidoarjo,Jawa Timur
NS002852,NIK0002852,1990-11-05,P,Jasa Jahit,7830000.0,16.0,Bandung,Jawa Barat
NS002853,NIK0002853,1960-08-19,P,Bengkel,3310000.0,9.0,Jember,Jawa Timur
NS002854,NIK0002854,1984-05-04,P,Peternakan,7190000.0,10.0,Magelang,Jawa Tengah
NS002855,NIK0002855,1962-05-03,L,Peternakan,3360000.0,18.0,MALANG,Jawa Timur
NS002856,NIK0002856,1974-05-04,P,Kerajinan,4050000.0,7.0,Malang,Jawa Timur
NS002857,NIK0002857,1988-07-14,L,Pedagang Pasar,,17.0,Makassar,Sulawesi Selatan
NS002858,NIK0002858,1967-09-11,L,Pedagang Pasar,,6.0,Denpasar,Bali
NS002859,NIK0002859,1978-12-13,P,Tidak Diketahui,9550000.0,4.0,Semarang,Jawa Tengah
NS002860,NIK0002860,1982-09-03,L,Laundry,5170000.0,1.0,Bandung,Jawa Barat
NS002861,NIK0002861,1968-08-17,P,Perikanan,8150000.0,8.0,Gresik,Jawa Timur
NS002862,NIK0002862,1993-06-15,P,Laundry,,18.0,Bogor,Jawa Barat
NS002863,NIK0002863,1980-07-20,L,Perikanan,5830000.0,8.0,Bekasi,Jawa Barat
NS002864,NIK0002864,1985-10-14,P,Salon,,5.0,Bandung,Jawa Barat
NS002865,NIK0002865,1984-03-08,L,Perikanan,2110000.0,19.0,  Kediri,Jawa Timur
NS002866,NIK0002866,1967-08-18,L,Peternakan,2020000.0,4.0,Bandung,Jawa Barat
NS002867,NIK0002867,1969-10-11,P,Bengkel,5300000.0,9.0,Malang,Jawa Timur
NS002868,NIK0002868,1994-11-04,P,Warung Kelontong,1280000.0,3.0,Denpasar,Bali
NS002869,NIK0002869,1982-12-30,P,Pertanian,8610000.0,9.0,Malang,Jawa Timur
NS002870,NIK0002870,1986-11-19,L,Jasa Jahit,,14.0,Surabaya,Jawa Timur
NS002871,NIK0002871,1964-06-25,L,Kuliner,2990000.0,18.0,Sidoarjo,Jawa Timur
NS002872,NIK0002872,1966-08-20,P,Pertanian,12820000.0,20.0,Kudus,Jawa Tengah
NS002873,NIK0002873,1992-01-13,P,LAINNYA,3780000.0,5.0,Cirebon,Jawa Barat
NS002874,NIK0002874,2000-08-29,L,Pedagang Pasar,2990000.0,5.0,Semarang,Jawa Tengah
NS002875,NIK0002875,1960-03-02,L,Toko Bangunan,756900000.0,8.0,Jember,Jawa Timur
NS002876,NIK0002876,1997-06-22,L,Tidak Diketahui,5370000.0,8.0,Kudus,Jawa Tengah
NS002877,NIK0002877,1988-10-11,P,Salon,1650000.0,10.0,Pematangsiantar,Sumatera Utara
NS002878,NIK0002878,1963-07-25,L,Bengkel,15590000.0,6.0,Pematangsiantar,Sumatera Utara
NS002879,NIK0002879,1996-03-27,P,Peternakan,4360000.0,18.0,Singaraja,Bali
NS002880,NIK0002880,1985-09-05,L,Tidak Diketahui,758880000.0,14.0,Kediri,Jawa Timur
NS002881,NIK0002881,1980-03-22,L,Kerajinan,3490000.0,6.0,Singaraja,Bali
NS002882,NIK0002882,1986-01-17,P,Kuliner,4450000.0,19.0,Medan,Sumatera Utara
NS002883,NIK0002883,1967-10-28,L,Jasa Jahit,1570000.0,2.0,Singaraja,Bali
NS002884,NIK0002884,1982-11-21,L,Pertanian,3610000.0,6.0,Magelang,Jawa Tengah
NS002885,NIK0002885,1967-07-12,L,Jasa Jahit,5770000.0,15.0,Semarang,Jawa Tengah
NS002886,NIK0002886,1984-12-21,P,Kuliner,7720000.0,6.0,Bandung,Jawa Barat
NS002887,NIK0002887,1962-10-28,L,Bengkel,15760000.0,17.0,Jember ,Jawa Timur
NS002888,NIK0002888,1984-06-17,P,Jasa Jahit,3920000.0,3.0,Pematangsiantar,Sumatera Utara
NS002889,NIK0002889,1962-10-14,P,Bengkel,2410000.0,18.0,Magelang,Jawa Tengah
NS002890,NIK0002890,1976-08-17,L,Salon,397.0,3.0,Sidoarjo,Jawa Timur
NS002891,NIK0002891,1992-10-18,P,Pertanian,6180000.0,19.0,Bogor,Jawa Barat
NS002892,NIK0002892,1990-12-26,P,Warung Kelontong,3840000.0,12.0,Bandung,Jawa Barat
NS002893,NIK0002893,1967-10-28,P,Toko Bangunan,6620000.0,14.0,Medan,Sumatera Utara
NS002894,NIK0002894,1994-11-16,P,Toko Bangunan,5360000.0,5.0,Bogor,Jawa Barat
NS002895,NIK0002895,1978-10-21,P,Perikanan,6560000.0,20.0,Jember,Jawa Timur
NS002896,NIK0002896,1970-09-19,L,Toko Bangunan,1620000.0,8.0,Makassar,Sulawesi Selatan
NS002897,NIK0002897,1970-03-01,P,Pertanian,2610000.0,17.0,Makassar,Sulawesi Selatan
NS002898,NIK0002898,1983-03-09,L,Toko Bangunan,5450000.0,12.0,Magelang,Jawa Tengah
NS002899,NIK0002899,1960-11-07,L,Jasa Jahit,2680000.0,7.0,Solo,Jawa Tengah
NS002900,NIK0002900,1992-09-24,P,Warung Kelontong,9110000.0,6.0,Malang,Jawa Timur
NS002901,NIK0002901,1983-03-13,P,Laundry,2050000.0,9.0,Bogor,Jawa Barat
NS002902,NIK0002902,1983-04-11,P,Bengkel,8960000.0,11.0,Cirebon,Jawa Barat
NS002903,NIK0002903,1991-10-10,P,Toko Bangunan,1570000.0,14.0,Magelang,Jawa Tengah
NS002904,NIK0002904,1963-01-02,L,Bengkel,5850000.0,7.0,Medan,Sumatera Utara
NS002905,NIK0002905,1981-08-24,P,Perikanan,,19.0,Semarang,Jawa Tengah
NS002906,NIK0002906,1988-05-05,L,Warung Kelontong,9420000.0,17.0,Sidoarjo,Jawa Timur
NS002907,NIK0002907,1979-11-13,L,Pedagang Pasar,2700000.0,18.0,makassar,Sulawesi Selatan
NS002908,NIK0002908,1995-02-14,L,Perikanan,4130000.0,12.0,Bekasi,Jawa Barat
NS002909,NIK0002909,1997-03-16,P,Salon,5380000.0,7.0,Malang,Jawa Timur
NS002910,NIK0002910,1997-03-19,P,Warung Kelontong,4940000.0,14.0,Bogor,Jawa Barat
NS002911,NIK0002911,1981-02-12,P,Bengkel,3390000.0,17.0,Semarang,Jawa Tengah
NS002912,NIK0002912,1994-08-19,P,Toko Bangunan,4950000.0,15.0,Surabaya,Jawa Timur
NS002913,NIK0002913,1986-06-02,P,Pedagang Pasar,2860000.0,3.0,Gresik,Jawa Timur
NS002914,NIK0002914,1981-07-16,P,Kuliner,6060000.0,9.0,Gresik,Jawa Timur
NS002915,NIK0002915,1987-06-30,L,Peternakan,2850000.0,14.0,Makassar,Sulawesi Selatan
NS002916,NIK0002916,1977-07-19,P,Peternakan,4830000.0,16.0,Medan,Sumatera Utara
NS002917,NIK0002917,1994-05-27,P,Warung Kelontong,2710000.0,3.0,Bandung,Jawa Barat
NS002918,NIK0002918,1965-10-03,L,Pedagang Pasar,3080000.0,13.0,KEDIRI,Jawa Timur
NS002919,NIK0002919,1985-04-26,P,Bengkel,5840000.0,12.0,Solo,Jawa Tengah
NS002920,NIK0002920,1993-04-12,L,Warung Kelontong,,21.0,Singaraja,Bali
NS002921,NIK0002921,2001-03-27,P,Laundry,4880000.0,2.0,Magelang,Jawa Tengah
NS002922,NIK0002922,1984-10-15,P,Tidak Diketahui,875160000.0,9.0,Parepare,Sulawesi Selatan
NS002923,NIK0002923,1999-04-09,P,Tidak Diketahui,1790000.0,18.0,Solo,Jawa Tengah
NS002924,NIK0002924,1965-02-02,L,Pertanian,2060000.0,2.0,Makassar,Sulawesi Selatan
NS002925,NIK0002925,1980-02-29,P,Pedagang Pasar,4500000.0,16.0,Solo,Jawa Tengah
NS002926,NIK0002926,1997-04-28,P,Salon,8510000.0,4.0,Kudus,Jawa Tengah
NS002927,NIK0002927,1960-06-01,L,Pertanian,4020000.0,10.0,Bogor,Jawa Barat
NS002928,NIK0002928,2003-01-01,P,Toko Bangunan,3110000.0,13.0,Malang,Jawa Timur
NS002929,NIK0002929,1994-04-22,L,Bengkel,2260000.0,5.0,Makassar,Sulawesi Selatan
NS002930,NIK0002930,2000-09-07,L,Salon,4700000.0,10.0,Kediri,Jawa Timur
NS002931,NIK0002931,1963-03-21,P,Salon,,10.0,Pematangsiantar,Sumatera Utara
NS002932,NIK0002932,1974-11-03,P,Pedagang Pasar,5900000.0,1.0,Solo,Jawa Tengah
NS002933,NIK0002933,1971-07-21,L,Bengkel,1730000.0,10.0,Sidoarjo,Jawa Timur
NS002934,NIK0002934,1981-08-19,P,Kerajinan,6830000.0,11.0,Malang,Jawa Timur
NS002935,NIK0002935,1992-06-27,L,Pertanian,,8.0,Bogor,Jawa Barat
NS002936,NIK0002936,1979-03-17,P,Salon,1590000.0,12.0,Kudus,Jawa Tengah
NS002937,NIK0002937,1992-07-10,L,Pertanian,3210000.0,13.0,Kediri,Jawa Timur
NS002938,NIK0002938,1961-02-22,P,Perikanan,4420000.0,7.0,Pematangsiantar,Sumatera Utara
NS002939,NIK0002939,1991-08-04,P,Peternakan,717600000.0,11.0,Surabaya,Jawa Timur
NS002940,NIK0002940,1978-05-18,L,Kerajinan,20850000.0,2.0,Pematangsiantar,Sumatera Utara
NS002941,NIK0002941,1987-05-05,L,Peternakan,4940000.0,10.0,Cirebon,Jawa Barat
NS002942,NIK0002942,1965-04-01,L,Pedagang Pasar,15200000.0,12.0,Makassar,Sulawesi Selatan
NS002943,NIK0002943,1976-11-23,L,Tidak Diketahui,1080000.0,4.0,Jember,Jawa Timur
NS002944,NIK0002944,1995-01-16,P,Peternakan,4220000.0,17.0,Kudus,Jawa Tengah
NS002945,NIK0002945,1986-12-22,L,Pedagang Pasar,1940000.0,5.0,Singaraja ,Bali
NS002946,NIK0002946,1985-08-30,P,Pertanian,2120000.0,7.0,Kudus,Jawa Tengah
NS002947,NIK0002947,1990-06-03,L,Jasa Jahit,,20.0,Sidoarjo,Jawa Timur
NS002948,NIK0002948,1996-09-23,P,Toko Bangunan,10470000.0,3.0,Sidoarjo,Jawa Timur
NS002949,NIK0002949,1990-04-23,P,Kerajinan,6750000.0,11.0,Gresik ,Jawa Timur
NS002950,NIK0002950,1962-12-09,L,Jasa Jahit,7490000.0,7.0,Magelang,Jawa Tengah
NS002951,NIK0002027,1990-07-18,L,Jasa Jahit,2750000.0,10.0,Sidoarjo,Jawa Timur
NS002952,NIK0000380,1963-01-08,P,Salon,6730000.0,21.0,  Kediri,Jawa Timur
NS002953,NIK0000348,2002-05-10,P,Kuliner,3310000.0,19.0,Pematangsiantar,Sumatera Utara
NS002954,NIK0002529,1998-07-15,L,Pedagang Pasar,,19.0,Gresik,Jawa Timur
NS002955,NIK0000086,1973-12-23,P,Salon,2670000.0,15.0,Bekasi,Jawa Barat
NS002956,NIK0002416,1970-09-16,P,Toko Bangunan,,5.0,Surabaya,Jawa Timur
NS002957,NIK0001360,2001-10-12,P,Laundry,2880000.0,2.0,kudus,Jawa Tengah
NS002958,NIK0002895,1981-04-10,L,Pedagang Pasar,4290000.0,16.0,Parepare,Sulawesi Selatan
NS002959,NIK0002499,2002-05-15,P,Pertanian,4540000.0,15.0,Surabaya,Jawa Timur
NS002960,NIK0000539,1999-08-29,L,Kuliner,2720000.0,21.0,Jember,Jawa Timur
NS002961,NIK0001011,1990-07-29,P,Laundry,3740000.0,8.0,surabaya,Jawa Timur
NS002962,NIK0000516,2000-09-26,P,Warung Kelontong,14350000.0,17.0,Parepare,Sulawesi Selatan
NS002963,NIK0000331,1972-05-05,L,Salon,3090000.0,21.0,Bogor,Jawa Barat
NS002964,NIK0001143,1987-11-22,L,Salon,8330000.0,5.0,Magelang,Jawa Tengah
NS002965,NIK0000159,1971-11-15,P,Salon,7240000.0,18.0,Solo,Jawa Tengah
NS002966,NIK0001287,1972-06-24,L,Bengkel,13040000.0,10.0,Malang,Jawa Timur
NS002967,NIK0001788,1989-10-04,L,Salon,2256000.0,10.0,Pematangsiantar,Sumatera Utara
NS002968,NIK0000753,1960-03-31,P,Peternakan,8900000.0,20.0,Parepare,Sulawesi Selatan
NS002969,NIK0000620,1997-04-21,L,Bengkel,2010000.0,17.0,Makassar,Sulawesi Selatan
NS002970,NIK0001294,1965-02-07,L,Perikanan,3640000.0,17.0,Cirebon,Jawa Barat
NS002971,NIK0000075,1970-10-28,P,Bengkel,3980000.0,10.0,Bekasi,Jawa Barat
NS002972,NIK0000223,1985-03-02,L,Perikanan,2360000.0,2.0,Singaraja,Bali
NS002973,NIK0000397,1966-09-21,P,Bengkel,2570000.0,8.0,Parepare,Sulawesi Selatan
NS002974,NIK0000934,1962-07-05,P,Tidak Diketahui,4740000.0,4.0,Medan,Sumatera Utara
NS002975,NIK0001048,1974-11-24,P,Kerajinan,4980000.0,9.0,Solo,Jawa Tengah
NS002976,NIK0002196,1976-11-14,P,Warung Kelontong,8060000.0,3.0,Cirebon,Jawa Barat
NS002977,NIK0001441,1969-06-20,L,Kuliner,6670000.0,10.0,Medan,Sumatera Utara
NS002978,NIK0002503,1988-04-06,P,Tidak Diketahui,,9.0,Surabaya,Jawa Timur
NS002979,NIK0001493,1970-01-16,P,Kuliner,2280000.0,20.0,Pematangsiantar,Sumatera Utara
NS002980,NIK0001531,1987-01-14,P,Perikanan,3640000.0,17.0,Magelang,Jawa Tengah
NS002981,NIK0002662,1963-12-22,P,Kuliner,3490000.0,19.0,Parepare,Sulawesi Selatan
NS002982,NIK0000446,1972-01-09,P,Tidak Diketahui,4460000.0,15.0,Bogor,Jawa Barat
NS002983,NIK0001902,1966-07-22,L,Toko Bangunan,2010000.0,17.0,Parepare,Sulawesi Selatan
NS002984,NIK0002110,1969-06-11,L,Peternakan,8640000.0,9.0,Solo,Jawa Tengah
NS002985,NIK0002834,1966-10-31,L,LAINNYA,6600000.0,3.0,Malang,Jawa Timur
NS002986,NIK0001911,1982-05-11,P,Kerajinan,3330000.0,17.0,Gresik,Jawa Timur
NS002987,NIK0001202,1974-01-11,P,Perikanan,1650000.0,10.0,Semarang,Jawa Tengah
NS002988,NIK0000347,1973-03-17,P,Tidak Diketahui,1630000.0,19.0,Gresik,Jawa Timur
NS002989,NIK0002233,1978-02-27,L,Warung Kelontong,3450000.0,15.0,Jember,Jawa Timur
NS002990,NIK0001070,1961-06-08,L,Kerajinan,3510000.0,15.0,Medan,Sumatera Utara
NS002991,NIK0001336,1999-05-11,L,Kerajinan,2276820000.0,9.0,Gresik,Jawa Timur
NS002992,NIK0000279,1966-04-15,L,Pedagang Pasar,3640000.0,21.0,Malang,Jawa Timur
NS002993,NIK0000534,1985-10-31,L,Pertanian,3550000.0,16.0,Magelang,Jawa Tengah
NS002994,NIK0000681,1985-02-07,L,Perikanan,13090000.0,7.0,Makassar,Sulawesi Selatan
NS002995,NIK0002903,1974-06-27,L,Kerajinan,7460000.0,18.0,Magelang,Jawa Tengah
NS002996,NIK0002803,1976-11-16,P,Tidak Diketahui,7320000.0,18.0,Kediri,Jawa Timur
NS002997,NIK0001398,1967-05-04,P,Kuliner,11490000.0,13.0,Gresik,Jawa Timur
NS002998,NIK0001880,1966-06-23,P,Laundry,4460000.0,8.0,Jember,Jawa Timur
NS002999,NIK0002257,1966-12-25,L,Jasa Jahit,2490000.0,6.0,Semarang,Jawa Tengah
NS003000,NIK0000467,1967-02-18,P,Pertanian,11030000.0,16.0,Jember,Jawa Timur
NS003001,NIK0000473,1999-07-20,P,Perikanan,16470000.0,12.0,Medan,Sumatera Utara
NS003002,NIK0000488,1974-08-13,L,Peternakan,146000000.0,1.0,Bekasi,Jawa Barat
NS003003,NIK0002265,1980-09-21,L,Jasa Jahit,8650000.0,21.0,Kediri,Jawa Timur
NS003004,NIK0001407,1962-07-22,P,Warung Kelontong,8720000.0,8.0,Pematangsiantar,Sumatera Utara
NS003005,NIK0001433,1962-02-19,L,Tidak Diketahui,5210000.0,20.0,Semarang,Jawa Tengah
NS003006,NIK0000220,1964-08-16,P,Jasa Jahit,4210000.0,21.0,Gresik,Jawa Timur
NS003007,NIK0002948,1988-04-01,P,Bengkel,9190000.0,6.0,Semarang,Jawa Tengah
NS003008,NIK0000179,1969-04-26,L,Peternakan,6560000.0,4.0,Kediri,Jawa Timur
NS003009,NIK0002396,1986-10-14,P,Laundry,4890000.0,1.0,Medan,Sumatera Utara
NS003010,NIK0002526,1992-01-07,P,Laundry,5350000.0,3.0,Pematangsiantar,Sumatera Utara
NS003011,NIK0001596,1991-08-06,L,Kuliner,2410000.0,13.0,Medan,Sumatera Utara
NS003012,NIK0001940,1960-06-12,P,Pertanian,1960000.0,11.0,Magelang,Jawa Tengah
NS003013,NIK0000753,1964-11-02,L,Warung Kelontong,10470000.0,17.0,Solo,Jawa Tengah
NS003014,NIK0002892,1963-12-30,L,Pertanian,5300000.0,3.0,Bekasi,Jawa Barat
NS003015,NIK0001421,1978-04-25,P,Warung Kelontong,,8.0,Magelang,Jawa Tengah
NS003016,NIK0002693,2003-07-04,L,Pedagang Pasar,5270000.0,12.0,Malang,Jawa Timur
NS003017,NIK0002346,1978-10-31,P,Perikanan,7230000.0,5.0,Solo,Jawa Tengah
NS003018,NIK0000450,1977-05-16,P,Tidak Diketahui,2200000.0,3.0,MALANG,Jawa Timur
NS003019,NIK0001016,1994-07-30,L,Pedagang Pasar,6290000.0,18.0,Gresik,Jawa Timur
NS003020,NIK0001466,2000-10-29,L,LAINNYA,3030000.0,9.0,Bandung,Jawa Barat
NS003021,NIK0002559,1970-05-07,L,Tidak Diketahui,2310000.0,18.0,Pematangsiantar,Sumatera Utara
NS003022,NIK0001181,1967-05-31,P,Kuliner,4730000.0,21.0,Gresik,Jawa Timur
NS003023,NIK0000716,1991-02-19,P,Toko Bangunan,1610000.0,2.0,  Denpasar,Bali
NS003024,NIK0002644,1978-10-16,P,Warung Kelontong,11140000.0,17.0,bandung,Jawa Barat
NS003025,NIK0001942,1992-02-04,P,Kuliner,2330000.0,1.0,Medan,Sumatera Utara
NS003026,NIK0000509,1980-12-24,P,Pertanian,8390000.0,7.0,Malang,Jawa Timur
NS003027,NIK0001897,1984-04-18,P,Bengkel,3680000.0,4.0,Malang,Jawa Timur
NS003028,NIK0002271,2001-11-10,P,Jasa Jahit,2950000.0,16.0,Makassar,Sulawesi Selatan
NS003029,NIK0002236,1968-08-16,L,Pertanian,6320000.0,11.0,Denpasar,Bali
NS003030,NIK0000247,1969-10-25,L,Warung Kelontong,3880000.0,12.0,Bogor,Jawa Barat
NS003031,NIK0000521,1982-08-29,L,Bengkel,8620000.0,21.0,Pematangsiantar,Sumatera Utara
NS003032,NIK0002189,1965-01-10,L,Warung Kelontong,3640000.0,14.0,Magelang,Jawa Tengah
NS003033,NIK0002933,1992-04-21,P,Kerajinan,3230000.0,7.0,Bekasi,Jawa Barat
NS003034,NIK0002070,1996-02-29,P,Salon,3350000.0,11.0,Makassar,Sulawesi Selatan
NS003035,NIK0002637,1994-04-04,P,Laundry,5660000.0,2.0,Cirebon,Jawa Barat
NS003036,NIK0002424,1994-08-13,L,Jasa Jahit,1500000.0,1.0,Malang,Jawa Timur
NS003037,NIK0000101,1987-12-25,L,Jasa Jahit,2910000.0,20.0,Denpasar,Bali
NS003038,NIK0000753,1973-07-03,P,Laundry,2430000.0,7.0,Bekasi,Jawa Barat
NS003039,NIK0001577,1962-02-07,P,Kuliner,,10.0,Kudus,Jawa Tengah
NS003040,NIK0000162,1995-12-22,P,Pedagang Pasar,1580000.0,13.0,Malang,Jawa Timur
NS003041,NIK0001859,1984-06-16,P,Kuliner,5180000.0,10.0,Surabaya,Jawa Timur
NS003042,NIK0002802,1968-08-21,L,Jasa Jahit,3790000.0,17.0,Gresik,Jawa Timur
NS003043,NIK0000705,1983-09-29,P,Salon,5130000.0,4.0,Solo,Jawa Tengah
NS003044,NIK0000618,1977-09-26,P,Pedagang Pasar,3760000.0,7.0,Jember,Jawa Timur
NS003045,NIK0001948,1967-02-25,P,Pedagang Pasar,6490000.0,19.0,Sidoarjo,Jawa Timur
NS003046,NIK0000415,1960-08-06,L,LAINNYA,6390000.0,11.0,Bandung,Jawa Barat
NS003047,NIK0001925,1989-09-21,P,Pedagang Pasar,2890000.0,18.0,Semarang,Jawa Tengah
NS003048,NIK0000276,1967-01-16,P,Kerajinan,5000000.0,5.0,Kediri,Jawa Timur
NS003049,NIK0001231,2003-07-04,L,Salon,,10.0,Singaraja,Bali
NS003050,NIK0001106,1998-10-22,L,Perikanan,1560000.0,11.0,Solo ,Jawa Tengah
NS003051,NIK0002700,1990-03-10,L,Pedagang Pasar,5840000.0,12.0,Surabaya,Jawa Timur
NS003052,NIK0001751,1978-02-12,P,Laundry,2910000.0,16.0,Malang,Jawa Timur
NS003053,NIK0001273,1993-10-09,P,Pertanian,4330000.0,13.0,Bekasi,Jawa Barat
